ignore;_value;gdzie;kto;location;source;timestamp;target
4;-68.0;strych;figa;kabaty;esp32-strych;2021-01-03 16:55:18.000003600;bathroom_g
5;-67.0;strych;figa;kabaty;esp32-strych;2021-01-03 16:56:18.000003600;bathroom_g
6;-85.0;strych;figa;kabaty;esp32-strych;2021-01-03 16:57:19.000003600;bathroom_g
7;-88.0;strych;figa;kabaty;esp32-strych;2021-01-03 16:58:18.000003600;bathroom_g
8;-80.0;strych;figa;kabaty;esp32-strych;2021-01-03 16:59:19.000003600;bathroom_g
9;-75.0;strych;figa;kabaty;esp32-strych;2021-01-03 17:00:18.000003600;bathroom_g
10;-80.0;strych;figa;kabaty;esp32-strych;2021-01-03 17:01:18.000003600;bathroom_g
11;-78.0;strych;figa;kabaty;esp32-strych;2021-01-03 17:02:18.000003600;bathroom_g
12;-69.0;strych;figa;kabaty;esp32-strych;2021-01-03 17:03:18.000003600;bathroom_g
13;-74.0;strych;figa;kabaty;esp32-strych;2021-01-03 17:04:17.000003600;bathroom_g
14;-79.0;strych;figa;kabaty;esp32-strych;2021-01-03 17:05:18.000003600;bathroom_g
15;-85.0;strych;figa;kabaty;esp32-strych;2021-01-03 17:06:19.000003600;bathroom_g
16;-78.0;strych;figa;kabaty;esp32-strych;2021-01-03 17:07:18.000003600;bathroom_g
17;-76.0;strych;figa;kabaty;esp32-strych;2021-01-03 17:08:18.000003600;bathroom_g
18;-73.0;strych;figa;kabaty;esp32-strych;2021-01-03 17:09:18.000003600;bathroom_g
19;-71.0;strych;figa;kabaty;esp32-strych;2021-01-03 17:10:18.000003600;bathroom_g
20;-78.0;strych;figa;kabaty;esp32-strych;2021-01-03 17:11:19.000003600;bathroom_g
21;-69.0;strych;figa;kabaty;esp32-strych;2021-01-03 17:12:18.000003600;bathroom_g
22;-64.0;strych;figa;kabaty;esp32-strych;2021-01-03 17:13:18.000003600;bathroom_g
23;-75.0;strych;figa;kabaty;esp32-strych;2021-01-03 17:14:17.000003600;bathroom_g
24;-75.0;strych;figa;kabaty;esp32-strych;2021-01-03 17:15:18.000003600;bathroom_g
25;-75.0;strych;figa;kabaty;esp32-strych;2021-01-03 17:16:18.000003600;bathroom_g
26;-74.0;strych;figa;kabaty;esp32-strych;2021-01-03 17:17:18.000003600;bathroom_g
27;-74.0;strych;figa;kabaty;esp32-strych;2021-01-03 17:18:19.000003600;bathroom_g
28;-82.0;strych;figa;kabaty;esp32-strych;2021-01-03 17:19:18.000003600;bathroom_g
29;-80.0;strych;figa;kabaty;esp32-strych;2021-01-03 17:20:19.000003600;bathroom_g
0;-75.0;strych;miko;kabaty;esp32-strych;2021-01-03 16:51:16.000003600;bathroom_g
1;-71.0;strych;miko;kabaty;esp32-strych;2021-01-03 16:52:16.000003600;bathroom_g
2;-79.0;strych;miko;kabaty;esp32-strych;2021-01-03 16:53:16.000003600;bathroom_g
3;-70.0;strych;miko;kabaty;esp32-strych;2021-01-03 16:54:16.000003600;bathroom_g
4;-76.0;strych;miko;kabaty;esp32-strych;2021-01-03 16:55:16.000003600;bathroom_g
5;-73.0;strych;miko;kabaty;esp32-strych;2021-01-03 16:56:17.000003600;bathroom_g
6;-68.0;strych;miko;kabaty;esp32-strych;2021-01-03 16:57:17.000003600;bathroom_g
7;-69.0;strych;miko;kabaty;esp32-strych;2021-01-03 16:58:17.000003600;bathroom_g
8;-79.0;strych;miko;kabaty;esp32-strych;2021-01-03 16:59:17.000003600;bathroom_g
9;-67.0;strych;miko;kabaty;esp32-strych;2021-01-03 17:00:16.000003600;bathroom_g
10;-84.0;strych;miko;kabaty;esp32-strych;2021-01-03 17:01:16.000003600;bathroom_g
11;-73.0;strych;miko;kabaty;esp32-strych;2021-01-03 17:02:16.000003600;bathroom_g
12;-90.0;strych;miko;kabaty;esp32-strych;2021-01-03 17:03:16.000003600;bathroom_g
13;-88.0;strych;miko;kabaty;esp32-strych;2021-01-03 17:04:16.000003600;bathroom_g
14;-85.0;strych;miko;kabaty;esp32-strych;2021-01-03 17:05:17.000003600;bathroom_g
15;-71.0;strych;miko;kabaty;esp32-strych;2021-01-03 17:06:17.000003600;bathroom_g
16;-75.0;strych;miko;kabaty;esp32-strych;2021-01-03 17:07:16.000003600;bathroom_g
17;-81.0;strych;miko;kabaty;esp32-strych;2021-01-03 17:08:16.000003600;bathroom_g
18;-76.0;strych;miko;kabaty;esp32-strych;2021-01-03 17:09:16.000003600;bathroom_g
19;-72.0;strych;miko;kabaty;esp32-strych;2021-01-03 17:10:16.000003600;bathroom_g
20;-72.0;strych;miko;kabaty;esp32-strych;2021-01-03 17:11:17.000003600;bathroom_g
21;-71.0;strych;miko;kabaty;esp32-strych;2021-01-03 17:12:16.000003600;bathroom_g
22;-65.0;strych;miko;kabaty;esp32-strych;2021-01-03 17:13:16.000003600;bathroom_g
23;-70.0;strych;miko;kabaty;esp32-strych;2021-01-03 17:14:16.000003600;bathroom_g
24;-70.0;strych;miko;kabaty;esp32-strych;2021-01-03 17:15:16.000003600;bathroom_g
25;-59.0;strych;miko;kabaty;esp32-strych;2021-01-03 17:16:17.000003600;bathroom_g
26;-60.0;strych;miko;kabaty;esp32-strych;2021-01-03 17:17:16.000003600;bathroom_g
27;-60.0;strych;miko;kabaty;esp32-strych;2021-01-03 17:18:17.000003600;bathroom_g
28;-59.0;strych;miko;kabaty;esp32-strych;2021-01-03 17:19:16.000003600;bathroom_g
29;-74.0;strych;miko;kabaty;esp32-strych;2021-01-03 17:20:17.000003600;bathroom_g
0;-54.0;dol;miko;kabaty;ttgo1;2021-01-03 18:23:19.000003600;living_room
1;-66.0;dol;miko;kabaty;ttgo1;2021-01-03 18:24:19.000003600;living_room
2;-63.0;dol;miko;kabaty;ttgo1;2021-01-03 18:25:19.000003600;living_room
3;-54.0;dol;miko;kabaty;ttgo1;2021-01-03 18:26:19.000003600;living_room
4;-56.0;dol;miko;kabaty;ttgo1;2021-01-03 18:27:20.000003600;living_room
5;-55.0;dol;miko;kabaty;ttgo1;2021-01-03 18:28:19.000003600;living_room
6;-68.0;dol;miko;kabaty;ttgo1;2021-01-03 18:29:19.000003600;living_room
7;-69.0;dol;miko;kabaty;ttgo1;2021-01-03 18:30:20.000003600;living_room
8;-68.0;dol;miko;kabaty;ttgo1;2021-01-03 18:31:20.000003600;living_room
9;-68.0;dol;miko;kabaty;ttgo1;2021-01-03 18:32:19.000003600;living_room
10;-70.0;dol;miko;kabaty;ttgo1;2021-01-03 18:33:20.000003600;living_room
11;-69.0;dol;miko;kabaty;ttgo1;2021-01-03 18:34:19.000003600;living_room
12;-65.0;dol;miko;kabaty;ttgo1;2021-01-03 18:35:19.000003600;living_room
13;-70.0;dol;miko;kabaty;ttgo1;2021-01-03 18:36:20.000003600;living_room
14;-73.0;dol;miko;kabaty;ttgo1;2021-01-03 18:37:19.000003600;living_room
15;-88.0;dol;miko;kabaty;ttgo1;2021-01-03 18:38:19.000003600;living_room
16;-79.0;dol;miko;kabaty;ttgo1;2021-01-03 18:39:19.000003600;living_room
17;-78.0;dol;miko;kabaty;ttgo1;2021-01-03 18:40:20.000003600;living_room
18;-78.0;dol;miko;kabaty;ttgo1;2021-01-03 18:41:20.000003600;living_room
19;-51.0;dol;miko;kabaty;ttgo1;2021-01-03 18:42:19.000003600;living_room
20;-55.0;dol;miko;kabaty;ttgo1;2021-01-03 18:43:20.000003600;living_room
21;-79.0;dol;miko;kabaty;ttgo1;2021-01-03 18:44:19.000003600;living_room
22;-67.0;dol;miko;kabaty;ttgo1;2021-01-03 18:45:19.000003600;living_room
23;-73.0;dol;miko;kabaty;ttgo1;2021-01-03 18:46:20.000003600;living_room
24;-73.0;dol;miko;kabaty;ttgo1;2021-01-03 18:47:20.000003600;living_room
25;-78.0;dol;miko;kabaty;ttgo1;2021-01-03 18:48:20.000003600;living_room
26;-72.0;dol;miko;kabaty;ttgo1;2021-01-03 18:49:20.000003600;living_room
27;-75.0;dol;miko;kabaty;ttgo1;2021-01-03 18:50:20.000003600;living_room
28;-65.0;dol;miko;kabaty;ttgo1;2021-01-03 18:51:20.000003600;living_room
29;-71.0;dol;miko;kabaty;ttgo1;2021-01-03 18:52:19.000003600;living_room
30;-71.0;dol;miko;kabaty;ttgo1;2021-01-03 18:53:19.000003600;living_room
31;-75.0;dol;miko;kabaty;ttgo1;2021-01-03 18:54:19.000003600;living_room
32;-72.0;dol;miko;kabaty;ttgo1;2021-01-03 18:55:20.000003600;living_room
33;-67.0;dol;miko;kabaty;ttgo1;2021-01-03 18:56:20.000003600;living_room
34;-66.0;dol;miko;kabaty;ttgo1;2021-01-03 18:57:36.000003600;living_room
35;-74.0;dol;miko;kabaty;ttgo1;2021-01-03 18:58:20.000003600;living_room
36;-58.0;dol;miko;kabaty;ttgo1;2021-01-03 18:59:20.000003600;living_room
37;-75.0;dol;miko;kabaty;ttgo1;2021-01-03 19:00:20.000003600;living_room
38;-62.0;dol;miko;kabaty;ttgo1;2021-01-03 19:01:20.000003600;living_room
39;-65.0;dol;miko;kabaty;ttgo1;2021-01-03 19:02:20.000003600;living_room
40;-66.0;dol;miko;kabaty;ttgo1;2021-01-03 19:03:20.000003600;living_room
41;-71.0;dol;miko;kabaty;ttgo1;2021-01-03 19:04:20.000003600;living_room
42;-71.0;dol;miko;kabaty;ttgo1;2021-01-03 19:05:20.000003600;living_room
43;-69.0;dol;miko;kabaty;ttgo1;2021-01-03 19:06:20.000003600;living_room
44;-71.0;dol;miko;kabaty;ttgo1;2021-01-03 19:07:20.000003600;living_room
45;-44.0;dol;miko;kabaty;ttgo1;2021-01-03 19:08:20.000003600;living_room
46;-58.0;dol;miko;kabaty;ttgo1;2021-01-03 19:09:20.000003600;living_room
47;-70.0;dol;miko;kabaty;ttgo1;2021-01-03 19:10:20.000003600;living_room
48;-82.0;dol;miko;kabaty;ttgo1;2021-01-03 19:11:20.000003600;living_room
49;-77.0;dol;miko;kabaty;ttgo1;2021-01-03 19:12:20.000003600;living_room
50;-72.0;dol;miko;kabaty;ttgo1;2021-01-03 19:13:24.000003600;living_room
51;-68.0;dol;miko;kabaty;ttgo1;2021-01-03 19:14:19.000003600;living_room
52;-84.0;dol;miko;kabaty;ttgo1;2021-01-03 19:15:19.000003600;living_room
53;-82.0;dol;miko;kabaty;ttgo1;2021-01-03 19:16:19.000003600;living_room
54;-71.0;dol;miko;kabaty;ttgo1;2021-01-03 19:17:19.000003600;living_room
55;-65.0;dol;miko;kabaty;ttgo1;2021-01-03 19:18:19.000003600;living_room
56;-77.0;dol;miko;kabaty;ttgo1;2021-01-03 19:19:19.000003600;living_room
57;-77.0;dol;miko;kabaty;ttgo1;2021-01-03 19:20:19.000003600;living_room
58;-77.0;dol;miko;kabaty;ttgo1;2021-01-03 19:21:19.000003600;living_room
59;-78.0;dol;miko;kabaty;ttgo1;2021-01-03 19:22:19.000003600;living_room
60;-68.0;dol;miko;kabaty;ttgo1;2021-01-03 19:23:19.000003600;living_room
61;-92.0;dol;miko;kabaty;ttgo1;2021-01-03 19:24:19.000003600;living_room
62;-79.0;dol;miko;kabaty;ttgo1;2021-01-03 19:25:19.000003600;living_room
63;-68.0;dol;miko;kabaty;ttgo1;2021-01-03 19:26:19.000003600;living_room
64;-70.0;dol;miko;kabaty;ttgo1;2021-01-03 19:27:19.000003600;living_room
65;-58.0;dol;miko;kabaty;ttgo1;2021-01-03 19:28:19.000003600;living_room
66;-58.0;dol;miko;kabaty;ttgo1;2021-01-03 19:29:19.000003600;living_room
67;-68.0;dol;miko;kabaty;ttgo1;2021-01-03 19:30:19.000003600;living_room
68;-79.0;dol;miko;kabaty;ttgo1;2021-01-03 19:31:19.000003600;living_room
69;-74.0;dol;miko;kabaty;ttgo1;2021-01-03 19:32:19.000003600;living_room
70;-79.0;dol;miko;kabaty;ttgo1;2021-01-03 19:33:19.000003600;living_room
71;-82.0;dol;miko;kabaty;ttgo1;2021-01-03 19:34:19.000003600;living_room
72;-85.0;dol;miko;kabaty;ttgo1;2021-01-03 19:35:19.000003600;living_room
73;-81.0;dol;miko;kabaty;ttgo1;2021-01-03 19:36:19.000003600;living_room
74;-85.0;dol;miko;kabaty;ttgo1;2021-01-03 19:37:19.000003600;living_room
75;-79.0;dol;miko;kabaty;ttgo1;2021-01-03 19:38:19.000003600;living_room
76;-79.0;dol;miko;kabaty;ttgo1;2021-01-03 19:39:19.000003600;living_room
77;-84.0;dol;miko;kabaty;ttgo1;2021-01-03 19:40:19.000003600;living_room
78;-79.0;dol;miko;kabaty;ttgo1;2021-01-03 19:41:19.000003600;living_room
79;-78.0;dol;miko;kabaty;ttgo1;2021-01-03 19:42:19.000003600;living_room
80;-77.0;dol;miko;kabaty;ttgo1;2021-01-03 19:43:19.000003600;living_room
81;-87.0;dol;miko;kabaty;ttgo1;2021-01-03 19:44:19.000003600;living_room
82;-72.0;dol;miko;kabaty;ttgo1;2021-01-03 19:45:19.000003600;living_room
83;-72.0;dol;miko;kabaty;ttgo1;2021-01-03 19:46:19.000003600;living_room
84;-66.0;dol;miko;kabaty;ttgo1;2021-01-03 19:47:19.000003600;living_room
85;-64.0;dol;miko;kabaty;ttgo1;2021-01-03 19:48:19.000003600;living_room
86;-64.0;dol;miko;kabaty;ttgo1;2021-01-03 19:49:19.000003600;living_room
87;-70.0;dol;miko;kabaty;ttgo1;2021-01-03 19:50:19.000003600;living_room
88;-69.0;dol;miko;kabaty;ttgo1;2021-01-03 19:51:19.000003600;living_room
89;-75.0;dol;miko;kabaty;ttgo1;2021-01-03 19:52:19.000003600;living_room
90;-74.0;dol;miko;kabaty;ttgo1;2021-01-03 19:53:19.000003600;living_room
91;-75.0;dol;miko;kabaty;ttgo1;2021-01-03 19:54:19.000003600;living_room
92;-67.0;dol;miko;kabaty;ttgo1;2021-01-03 19:55:19.000003600;living_room
93;-65.0;dol;miko;kabaty;ttgo1;2021-01-03 19:56:19.000003600;living_room
94;-75.0;dol;miko;kabaty;ttgo1;2021-01-03 19:57:19.000003600;living_room
95;-69.0;dol;miko;kabaty;ttgo1;2021-01-03 19:58:19.000003600;living_room
96;-64.0;dol;miko;kabaty;ttgo1;2021-01-03 19:59:19.000003600;living_room
97;-74.0;dol;miko;kabaty;ttgo1;2021-01-03 20:00:19.000003600;living_room
98;-78.0;dol;miko;kabaty;ttgo1;2021-01-03 20:01:19.000003600;living_room
99;-73.0;dol;miko;kabaty;ttgo1;2021-01-03 20:02:19.000003600;living_room
100;-73.0;dol;miko;kabaty;ttgo1;2021-01-03 20:03:19.000003600;living_room
101;-74.0;dol;miko;kabaty;ttgo1;2021-01-03 20:04:19.000003600;living_room
0;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 18:23:19.000003600;living_room
1;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 18:24:19.000003600;living_room
2;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 18:25:19.000003600;living_room
3;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 18:26:20.000003600;living_room
4;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 18:27:20.000003600;living_room
5;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 18:28:18.000003600;living_room
6;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 18:29:19.000003600;living_room
7;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 18:30:19.000003600;living_room
8;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 18:31:21.000003600;living_room
9;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 18:32:20.000003600;living_room
10;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 18:33:21.000003600;living_room
11;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 18:34:20.000003600;living_room
12;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 18:35:20.000003600;living_room
13;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 18:36:20.000003600;living_room
14;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 18:37:19.000003600;living_room
15;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 18:38:21.000003600;living_room
16;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 18:39:20.000003600;living_room
17;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 18:40:20.000003600;living_room
18;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 18:41:19.000003600;living_room
19;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 18:42:19.000003600;living_room
20;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 18:43:20.000003600;living_room
21;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 18:44:19.000003600;living_room
22;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 18:45:20.000003600;living_room
23;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 18:46:19.000003600;living_room
24;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 18:47:19.000003600;living_room
25;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 18:48:19.000003600;living_room
26;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 18:49:19.000003600;living_room
27;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 18:50:22.000003600;living_room
28;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 18:51:19.000003600;living_room
29;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 18:52:19.000003600;living_room
30;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 18:53:20.000003600;living_room
31;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 18:54:20.000003600;living_room
32;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 18:55:20.000003600;living_room
33;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 18:56:20.000003600;living_room
34;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 18:57:18.000003600;living_room
35;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 18:58:18.000003600;living_room
36;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 18:59:19.000003600;living_room
37;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:00:20.000003600;living_room
38;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:01:20.000003600;living_room
39;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:02:20.000003600;living_room
40;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:03:20.000003600;living_room
41;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:04:20.000003600;living_room
42;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:05:20.000003600;living_room
43;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:06:20.000003600;living_room
44;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:07:20.000003600;living_room
45;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:08:18.000003600;living_room
46;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:09:17.000003600;living_room
47;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:10:20.000003600;living_room
48;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:11:20.000003600;living_room
49;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:12:20.000003600;living_room
50;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:13:20.000003600;living_room
51;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:14:20.000003600;living_room
52;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:15:20.000003600;living_room
53;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:16:19.000003600;living_room
54;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:17:20.000003600;living_room
55;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:18:20.000003600;living_room
56;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:19:20.000003600;living_room
57;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:20:20.000003600;living_room
58;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:21:19.000003600;living_room
59;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:22:20.000003600;living_room
60;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:23:18.000003600;living_room
61;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:24:20.000003600;living_room
62;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:25:23.000003600;living_room
63;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:26:20.000003600;living_room
64;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:27:20.000003600;living_room
65;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:28:22.000003600;living_room
66;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:29:20.000003600;living_room
67;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:30:20.000003600;living_room
68;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:31:19.000003600;living_room
69;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:32:19.000003600;living_room
70;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:33:18.000003600;living_room
71;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:34:19.000003600;living_room
72;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:35:20.000003600;living_room
73;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:36:20.000003600;living_room
74;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:37:18.000003600;living_room
75;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:38:19.000003600;living_room
76;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:39:20.000003600;living_room
77;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:40:20.000003600;living_room
78;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:41:21.000003600;living_room
79;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:42:17.000003600;living_room
80;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:43:20.000003600;living_room
81;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:44:21.000003600;living_room
82;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:45:20.000003600;living_room
83;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:46:20.000003600;living_room
84;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:47:20.000003600;living_room
85;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:48:20.000003600;living_room
86;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:49:20.000003600;living_room
87;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:50:20.000003600;living_room
88;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:51:20.000003600;living_room
89;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:52:20.000003600;living_room
90;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:53:20.000003600;living_room
91;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:54:17.000003600;living_room
92;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:55:20.000003600;living_room
93;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:56:20.000003600;living_room
94;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:57:19.000003600;living_room
95;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:58:18.000003600;living_room
96;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 19:59:18.000003600;living_room
97;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 20:00:19.000003600;living_room
98;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 20:01:35.000003600;living_room
99;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 20:02:20.000003600;living_room
100;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 20:03:20.000003600;living_room
101;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 20:04:20.000003600;living_room
0;-59.0;dol;figa;kabaty;ttgo1;2021-01-03 18:23:21.000003600;living_room
1;-56.0;dol;figa;kabaty;ttgo1;2021-01-03 18:24:21.000003600;living_room
2;-56.0;dol;figa;kabaty;ttgo1;2021-01-03 18:25:21.000003600;living_room
3;-65.0;dol;figa;kabaty;ttgo1;2021-01-03 18:26:21.000003600;living_room
4;-59.0;dol;figa;kabaty;ttgo1;2021-01-03 18:27:21.000003600;living_room
5;-58.0;dol;figa;kabaty;ttgo1;2021-01-03 18:28:21.000003600;living_room
6;-69.0;dol;figa;kabaty;ttgo1;2021-01-03 18:29:21.000003600;living_room
7;-65.0;dol;figa;kabaty;ttgo1;2021-01-03 18:30:21.000003600;living_room
8;-70.0;dol;figa;kabaty;ttgo1;2021-01-03 18:31:21.000003600;living_room
9;-73.0;dol;figa;kabaty;ttgo1;2021-01-03 18:32:21.000003600;living_room
10;-70.0;dol;figa;kabaty;ttgo1;2021-01-03 18:33:21.000003600;living_room
11;-69.0;dol;figa;kabaty;ttgo1;2021-01-03 18:34:21.000003600;living_room
12;-69.0;dol;figa;kabaty;ttgo1;2021-01-03 18:35:21.000003600;living_room
13;-70.0;dol;figa;kabaty;ttgo1;2021-01-03 18:36:21.000003600;living_room
14;-71.0;dol;figa;kabaty;ttgo1;2021-01-03 18:37:21.000003600;living_room
15;-80.0;dol;figa;kabaty;ttgo1;2021-01-03 18:38:21.000003600;living_room
16;-70.0;dol;figa;kabaty;ttgo1;2021-01-03 18:39:21.000003600;living_room
17;-68.0;dol;figa;kabaty;ttgo1;2021-01-03 18:40:22.000003600;living_room
18;-74.0;dol;figa;kabaty;ttgo1;2021-01-03 18:41:21.000003600;living_room
19;-74.0;dol;figa;kabaty;ttgo1;2021-01-03 18:42:21.000003600;living_room
20;-58.0;dol;figa;kabaty;ttgo1;2021-01-03 18:43:21.000003600;living_room
21;-67.0;dol;figa;kabaty;ttgo1;2021-01-03 18:44:21.000003600;living_room
22;-64.0;dol;figa;kabaty;ttgo1;2021-01-03 18:45:21.000003600;living_room
23;-72.0;dol;figa;kabaty;ttgo1;2021-01-03 18:46:21.000003600;living_room
24;-73.0;dol;figa;kabaty;ttgo1;2021-01-03 18:47:21.000003600;living_room
25;-73.0;dol;figa;kabaty;ttgo1;2021-01-03 18:48:21.000003600;living_room
26;-77.0;dol;figa;kabaty;ttgo1;2021-01-03 18:49:21.000003600;living_room
27;-75.0;dol;figa;kabaty;ttgo1;2021-01-03 18:50:22.000003600;living_room
28;-70.0;dol;figa;kabaty;ttgo1;2021-01-03 18:51:21.000003600;living_room
29;-86.0;dol;figa;kabaty;ttgo1;2021-01-03 18:52:21.000003600;living_room
30;-73.0;dol;figa;kabaty;ttgo1;2021-01-03 18:53:21.000003600;living_room
31;-77.0;dol;figa;kabaty;ttgo1;2021-01-03 18:54:21.000003600;living_room
32;-83.0;dol;figa;kabaty;ttgo1;2021-01-03 18:55:21.000003600;living_room
33;-65.0;dol;figa;kabaty;ttgo1;2021-01-03 18:56:21.000003600;living_room
34;-70.0;dol;figa;kabaty;ttgo1;2021-01-03 18:57:38.000003600;living_room
35;-70.0;dol;figa;kabaty;ttgo1;2021-01-03 18:58:21.000003600;living_room
36;-52.0;dol;figa;kabaty;ttgo1;2021-01-03 18:59:21.000003600;living_room
37;-77.0;dol;figa;kabaty;ttgo1;2021-01-03 19:00:22.000003600;living_room
