ignore;_value;gdzie;kto;location;source;timestamp;target
30;-88.0;forum;figa;kabaty;esp32cam-1;2021-01-03 18:54:36.000003600;living_room
31;-87.0;forum;figa;kabaty;esp32cam-1;2021-01-03 18:55:43.000003600;living_room
32;-90.0;forum;figa;kabaty;esp32cam-1;2021-01-03 18:56:41.000003600;living_room
33;-90.0;forum;figa;kabaty;esp32cam-1;2021-01-03 18:57:39.000003600;living_room
34;-87.0;forum;figa;kabaty;esp32cam-1;2021-01-03 18:58:36.000003600;living_room
35;-85.0;forum;figa;kabaty;esp32cam-1;2021-01-03 18:59:36.000003600;living_room
36;-110.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:00:44.000003600;living_room
37;-89.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:01:36.000003600;living_room
38;-91.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:02:36.000003600;living_room
39;-78.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:03:36.000003600;living_room
40;-87.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:04:36.000003600;living_room
41;-93.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:05:42.000003600;living_room
42;-87.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:06:37.000003600;living_room
43;-110.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:07:36.000003600;living_room
44;-88.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:08:39.000003600;living_room
45;-110.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:09:42.000003600;living_room
46;-86.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:10:42.000003600;living_room
47;-91.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:11:36.000003600;living_room
48;-110.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:12:36.000003600;living_room
49;-110.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:13:37.000003600;living_room
50;-110.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:14:37.000003600;living_room
51;-89.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:15:41.000003600;living_room
52;-110.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:16:37.000003600;living_room
53;-89.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:17:37.000003600;living_room
54;-84.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:18:39.000003600;living_room
55;-83.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:19:35.000003600;living_room
56;-84.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:20:41.000003600;living_room
57;-84.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:21:36.000003600;living_room
58;-89.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:22:37.000003600;living_room
59;-87.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:23:37.000003600;living_room
60;-86.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:24:36.000003600;living_room
61;-85.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:25:41.000003600;living_room
62;-92.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:26:36.000003600;living_room
63;-86.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:27:36.000003600;living_room
64;-80.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:28:42.000003600;living_room
65;-110.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:29:40.000003600;living_room
66;-85.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:30:42.000003600;living_room
67;-86.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:31:36.000003600;living_room
68;-83.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:32:36.000003600;living_room
69;-90.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:33:36.000003600;living_room
70;-110.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:34:36.000003600;living_room
71;-86.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:35:41.000003600;living_room
72;-87.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:36:37.000003600;living_room
73;-85.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:37:36.000003600;living_room
74;-110.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:38:36.000003600;living_room
75;-87.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:39:37.000003600;living_room
76;-84.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:40:43.000003600;living_room
77;-82.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:41:36.000003600;living_room
78;-110.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:42:36.000003600;living_room
79;-110.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:43:36.000003600;living_room
80;-110.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:44:37.000003600;living_room
81;-89.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:45:41.000003600;living_room
82;-79.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:46:37.000003600;living_room
83;-89.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:47:36.000003600;living_room
84;-82.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:48:43.000003600;living_room
85;-84.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:49:41.000003600;living_room
86;-82.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:50:41.000003600;living_room
87;-84.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:51:36.000003600;living_room
88;-89.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:52:36.000003600;living_room
89;-110.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:53:36.000003600;living_room
90;-89.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:54:37.000003600;living_room
91;-87.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:55:43.000003600;living_room
92;-89.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:56:42.000003600;living_room
93;-110.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:57:39.000003600;living_room
94;-91.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:58:36.000003600;living_room
95;-94.0;forum;figa;kabaty;esp32cam-1;2021-01-03 19:59:36.000003600;living_room
96;-110.0;forum;figa;kabaty;esp32cam-1;2021-01-03 20:00:44.000003600;living_room
97;-110.0;forum;figa;kabaty;esp32cam-1;2021-01-03 20:01:38.000003600;living_room
98;-110.0;forum;figa;kabaty;esp32cam-1;2021-01-03 20:02:36.000003600;living_room
99;-110.0;forum;figa;kabaty;esp32cam-1;2021-01-03 20:03:36.000003600;living_room
100;-110.0;forum;figa;kabaty;esp32cam-1;2021-01-03 20:04:37.000003600;living_room
0;-85.0;strych;figa;kabaty;esp32-strych;2021-01-03 18:23:18.000003600;living_room
1;-76.0;strych;figa;kabaty;esp32-strych;2021-01-03 18:24:18.000003600;living_room
2;-79.0;strych;figa;kabaty;esp32-strych;2021-01-03 18:25:18.000003600;living_room
3;-77.0;strych;figa;kabaty;esp32-strych;2021-01-03 18:26:18.000003600;living_room
4;-79.0;strych;figa;kabaty;esp32-strych;2021-01-03 18:27:19.000003600;living_room
5;-69.0;strych;figa;kabaty;esp32-strych;2021-01-03 18:28:18.000003600;living_room
6;-78.0;strych;figa;kabaty;esp32-strych;2021-01-03 18:29:18.000003600;living_room
7;-77.0;strych;figa;kabaty;esp32-strych;2021-01-03 18:30:19.000003600;living_room
8;-87.0;strych;figa;kabaty;esp32-strych;2021-01-03 18:31:17.000003600;living_room
9;-89.0;strych;figa;kabaty;esp32-strych;2021-01-03 18:32:19.000003600;living_room
10;-85.0;strych;figa;kabaty;esp32-strych;2021-01-03 18:33:18.000003600;living_room
11;-88.0;strych;figa;kabaty;esp32-strych;2021-01-03 18:34:19.000003600;living_room
12;-88.0;strych;figa;kabaty;esp32-strych;2021-01-03 18:35:18.000003600;living_room
13;-90.0;strych;figa;kabaty;esp32-strych;2021-01-03 18:36:18.000003600;living_room
14;-94.0;strych;figa;kabaty;esp32-strych;2021-01-03 18:37:18.000003600;living_room
15;-89.0;strych;figa;kabaty;esp32-strych;2021-01-03 18:38:18.000003600;living_room
16;-91.0;strych;figa;kabaty;esp32-strych;2021-01-03 18:39:19.000003600;living_room
17;-84.0;strych;figa;kabaty;esp32-strych;2021-01-03 18:40:18.000003600;living_room
18;-87.0;strych;figa;kabaty;esp32-strych;2021-01-03 18:41:18.000003600;living_room
19;-77.0;strych;figa;kabaty;esp32-strych;2021-01-03 18:42:18.000003600;living_room
20;-86.0;strych;figa;kabaty;esp32-strych;2021-01-03 18:43:18.000003600;living_room
21;-80.0;strych;figa;kabaty;esp32-strych;2021-01-03 18:44:18.000003600;living_room
22;-82.0;strych;figa;kabaty;esp32-strych;2021-01-03 18:45:18.000003600;living_room
23;-83.0;strych;figa;kabaty;esp32-strych;2021-01-03 18:46:19.000003600;living_room
24;-83.0;strych;figa;kabaty;esp32-strych;2021-01-03 18:47:19.000003600;living_room
25;-85.0;strych;figa;kabaty;esp32-strych;2021-01-03 18:48:19.000003600;living_room
26;-80.0;strych;figa;kabaty;esp32-strych;2021-01-03 18:49:18.000003600;living_room
27;-83.0;strych;figa;kabaty;esp32-strych;2021-01-03 18:50:18.000003600;living_room
28;-89.0;strych;figa;kabaty;esp32-strych;2021-01-03 18:51:18.000003600;living_room
29;-110.0;strych;figa;kabaty;esp32-strych;2021-01-03 18:52:18.000003600;living_room
30;-89.0;strych;figa;kabaty;esp32-strych;2021-01-03 18:53:18.000003600;living_room
31;-90.0;strych;figa;kabaty;esp32-strych;2021-01-03 18:54:18.000003600;living_room
32;-87.0;strych;figa;kabaty;esp32-strych;2021-01-03 18:55:18.000003600;living_room
33;-80.0;strych;figa;kabaty;esp32-strych;2021-01-03 18:56:18.000003600;living_room
34;-89.0;strych;figa;kabaty;esp32-strych;2021-01-03 18:57:18.000003600;living_room
35;-91.0;strych;figa;kabaty;esp32-strych;2021-01-03 18:58:19.000003600;living_room
36;-79.0;strych;figa;kabaty;esp32-strych;2021-01-03 18:59:19.000003600;living_room
37;-84.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:00:18.000003600;living_room
38;-85.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:01:18.000003600;living_room
39;-91.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:02:18.000003600;living_room
40;-77.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:03:18.000003600;living_room
41;-79.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:04:19.000003600;living_room
42;-77.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:05:17.000003600;living_room
43;-83.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:06:19.000003600;living_room
44;-85.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:07:19.000003600;living_room
45;-79.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:08:18.000003600;living_room
46;-77.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:09:19.000003600;living_room
47;-82.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:10:17.000003600;living_room
48;-76.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:11:18.000003600;living_room
49;-110.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:12:18.000003600;living_room
50;-110.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:13:18.000003600;living_room
51;-82.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:14:18.000003600;living_room
52;-79.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:15:18.000003600;living_room
53;-88.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:16:19.000003600;living_room
54;-90.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:17:19.000003600;living_room
55;-86.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:18:17.000003600;living_room
56;-93.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:19:18.000003600;living_room
57;-93.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:20:18.000003600;living_room
58;-95.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:21:17.000003600;living_room
59;-110.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:22:18.000003600;living_room
60;-80.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:23:18.000003600;living_room
61;-80.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:24:18.000003600;living_room
62;-79.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:25:18.000003600;living_room
63;-86.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:26:18.000003600;living_room
64;-88.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:27:18.000003600;living_room
65;-87.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:28:18.000003600;living_room
66;-84.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:29:18.000003600;living_room
67;-82.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:30:18.000003600;living_room
68;-89.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:31:18.000003600;living_room
69;-90.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:32:18.000003600;living_room
70;-92.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:33:18.000003600;living_room
71;-88.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:34:18.000003600;living_room
72;-94.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:35:18.000003600;living_room
73;-110.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:36:18.000003600;living_room
74;-94.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:37:18.000003600;living_room
75;-110.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:38:18.000003600;living_room
76;-110.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:39:19.000003600;living_room
77;-91.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:40:19.000003600;living_room
78;-93.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:41:18.000003600;living_room
79;-110.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:42:18.000003600;living_room
80;-110.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:43:18.000003600;living_room
81;-110.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:44:18.000003600;living_room
82;-91.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:45:19.000003600;living_room
83;-86.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:46:18.000003600;living_room
84;-85.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:47:18.000003600;living_room
85;-81.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:48:19.000003600;living_room
86;-81.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:49:17.000003600;living_room
87;-91.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:50:18.000003600;living_room
88;-83.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:51:18.000003600;living_room
89;-81.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:52:18.000003600;living_room
90;-82.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:53:18.000003600;living_room
91;-90.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:54:18.000003600;living_room
92;-83.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:55:18.000003600;living_room
93;-85.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:56:18.000003600;living_room
94;-87.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:57:18.000003600;living_room
95;-86.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:58:18.000003600;living_room
96;-88.0;strych;figa;kabaty;esp32-strych;2021-01-03 19:59:18.000003600;living_room
97;-80.0;strych;figa;kabaty;esp32-strych;2021-01-03 20:00:18.000003600;living_room
98;-77.0;strych;figa;kabaty;esp32-strych;2021-01-03 20:01:18.000003600;living_room
99;-93.0;strych;figa;kabaty;esp32-strych;2021-01-03 20:02:18.000003600;living_room
100;-85.0;strych;figa;kabaty;esp32-strych;2021-01-03 20:03:18.000003600;living_room
101;-110.0;strych;figa;kabaty;esp32-strych;2021-01-03 20:04:18.000003600;living_room
0;-78.0;strych;miko;kabaty;esp32-strych;2021-01-03 18:23:17.000003600;living_room
1;-79.0;strych;miko;kabaty;esp32-strych;2021-01-03 18:24:17.000003600;living_room
2;-81.0;strych;miko;kabaty;esp32-strych;2021-01-03 18:25:17.000003600;living_room
3;-78.0;strych;miko;kabaty;esp32-strych;2021-01-03 18:26:16.000003600;living_room
4;-78.0;strych;miko;kabaty;esp32-strych;2021-01-03 18:27:17.000003600;living_room
5;-86.0;strych;miko;kabaty;esp32-strych;2021-01-03 18:28:17.000003600;living_room
6;-76.0;strych;miko;kabaty;esp32-strych;2021-01-03 18:29:17.000003600;living_room
7;-93.0;strych;miko;kabaty;esp32-strych;2021-01-03 18:30:17.000003600;living_room
8;-77.0;strych;miko;kabaty;esp32-strych;2021-01-03 18:31:16.000003600;living_room
9;-86.0;strych;miko;kabaty;esp32-strych;2021-01-03 18:32:17.000003600;living_room
10;-94.0;strych;miko;kabaty;esp32-strych;2021-01-03 18:33:16.000003600;living_room
11;-86.0;strych;miko;kabaty;esp32-strych;2021-01-03 18:34:17.000003600;living_room
12;-86.0;strych;miko;kabaty;esp32-strych;2021-01-03 18:35:16.000003600;living_room
13;-86.0;strych;miko;kabaty;esp32-strych;2021-01-03 18:36:17.000003600;living_room
14;-89.0;strych;miko;kabaty;esp32-strych;2021-01-03 18:37:17.000003600;living_room
15;-89.0;strych;miko;kabaty;esp32-strych;2021-01-03 18:38:16.000003600;living_room
16;-95.0;strych;miko;kabaty;esp32-strych;2021-01-03 18:39:17.000003600;living_room
17;-85.0;strych;miko;kabaty;esp32-strych;2021-01-03 18:40:16.000003600;living_room
18;-90.0;strych;miko;kabaty;esp32-strych;2021-01-03 18:41:16.000003600;living_room
19;-84.0;strych;miko;kabaty;esp32-strych;2021-01-03 18:42:16.000003600;living_room
20;-82.0;strych;miko;kabaty;esp32-strych;2021-01-03 18:43:17.000003600;living_room
21;-85.0;strych;miko;kabaty;esp32-strych;2021-01-03 18:44:17.000003600;living_room
22;-71.0;strych;miko;kabaty;esp32-strych;2021-01-03 18:45:17.000003600;living_room
23;-87.0;strych;miko;kabaty;esp32-strych;2021-01-03 18:46:17.000003600;living_room
24;-77.0;strych;miko;kabaty;esp32-strych;2021-01-03 18:47:17.000003600;living_room
25;-88.0;strych;miko;kabaty;esp32-strych;2021-01-03 18:48:17.000003600;living_room
26;-87.0;strych;miko;kabaty;esp32-strych;2021-01-03 18:49:16.000003600;living_room
27;-88.0;strych;miko;kabaty;esp32-strych;2021-01-03 18:50:17.000003600;living_room
28;-92.0;strych;miko;kabaty;esp32-strych;2021-01-03 18:51:16.000003600;living_room
29;-82.0;strych;miko;kabaty;esp32-strych;2021-01-03 18:52:16.000003600;living_room
30;-88.0;strych;miko;kabaty;esp32-strych;2021-01-03 18:53:16.000003600;living_room
31;-87.0;strych;miko;kabaty;esp32-strych;2021-01-03 18:54:16.000003600;living_room
32;-89.0;strych;miko;kabaty;esp32-strych;2021-01-03 18:55:16.000003600;living_room
33;-79.0;strych;miko;kabaty;esp32-strych;2021-01-03 18:56:16.000003600;living_room
34;-93.0;strych;miko;kabaty;esp32-strych;2021-01-03 18:57:17.000003600;living_room
35;-86.0;strych;miko;kabaty;esp32-strych;2021-01-03 18:58:17.000003600;living_room
36;-83.0;strych;miko;kabaty;esp32-strych;2021-01-03 18:59:17.000003600;living_room
37;-81.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:00:17.000003600;living_room
38;-87.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:01:17.000003600;living_room
39;-78.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:02:17.000003600;living_room
40;-89.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:03:17.000003600;living_room
41;-87.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:04:17.000003600;living_room
42;-73.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:05:16.000003600;living_room
43;-86.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:06:17.000003600;living_room
44;-80.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:07:17.000003600;living_room
45;-79.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:08:17.000003600;living_room
46;-72.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:09:17.000003600;living_room
47;-79.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:10:16.000003600;living_room
48;-77.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:11:17.000003600;living_room
49;-90.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:12:17.000003600;living_room
50;-90.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:13:17.000003600;living_room
51;-81.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:14:17.000003600;living_room
52;-76.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:15:17.000003600;living_room
53;-87.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:16:17.000003600;living_room
54;-86.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:17:17.000003600;living_room
55;-84.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:18:16.000003600;living_room
56;-84.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:19:16.000003600;living_room
57;-88.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:20:16.000003600;living_room
58;-110.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:21:16.000003600;living_room
59;-90.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:22:17.000003600;living_room
60;-82.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:23:17.000003600;living_room
61;-88.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:24:17.000003600;living_room
62;-81.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:25:17.000003600;living_room
63;-80.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:26:16.000003600;living_room
64;-80.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:27:17.000003600;living_room
65;-85.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:28:17.000003600;living_room
66;-75.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:29:17.000003600;living_room
67;-84.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:30:17.000003600;living_room
68;-88.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:31:16.000003600;living_room
69;-92.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:32:16.000003600;living_room
70;-86.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:33:17.000003600;living_room
71;-110.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:34:16.000003600;living_room
72;-90.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:35:16.000003600;living_room
73;-97.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:36:16.000003600;living_room
74;-90.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:37:16.000003600;living_room
75;-94.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:38:16.000003600;living_room
76;-82.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:39:17.000003600;living_room
77;-83.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:40:17.000003600;living_room
78;-86.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:41:17.000003600;living_room
79;-102.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:42:17.000003600;living_room
80;-110.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:43:17.000003600;living_room
81;-91.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:44:16.000003600;living_room
82;-87.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:45:17.000003600;living_room
83;-80.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:46:16.000003600;living_room
84;-84.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:47:16.000003600;living_room
85;-78.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:48:17.000003600;living_room
86;-89.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:49:16.000003600;living_room
87;-76.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:50:16.000003600;living_room
88;-79.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:51:16.000003600;living_room
89;-85.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:52:17.000003600;living_room
90;-84.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:53:16.000003600;living_room
91;-84.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:54:16.000003600;living_room
92;-90.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:55:16.000003600;living_room
93;-86.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:56:16.000003600;living_room
94;-86.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:57:17.000003600;living_room
95;-79.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:58:17.000003600;living_room
96;-88.0;strych;miko;kabaty;esp32-strych;2021-01-03 19:59:17.000003600;living_room
97;-70.0;strych;miko;kabaty;esp32-strych;2021-01-03 20:00:17.000003600;living_room
98;-72.0;strych;miko;kabaty;esp32-strych;2021-01-03 20:01:17.000003600;living_room
99;-69.0;strych;miko;kabaty;esp32-strych;2021-01-03 20:02:17.000003600;living_room
100;-82.0;strych;miko;kabaty;esp32-strych;2021-01-03 20:03:17.000003600;living_room
101;-81.0;strych;miko;kabaty;esp32-strych;2021-01-03 20:04:17.000003600;living_room
0;-85.0;dol;miko;kabaty;ttgo1;2021-01-03 15:32:19.000003600;office
1;-84.0;dol;miko;kabaty;ttgo1;2021-01-03 15:33:20.000003600;office
2;-84.0;dol;miko;kabaty;ttgo1;2021-01-03 15:34:19.000003600;office
3;-83.0;dol;miko;kabaty;ttgo1;2021-01-03 15:35:19.000003600;office
4;-76.0;dol;miko;kabaty;ttgo1;2021-01-03 15:36:19.000003600;office
5;-87.0;dol;miko;kabaty;ttgo1;2021-01-03 15:37:19.000003600;office
6;-92.0;dol;miko;kabaty;ttgo1;2021-01-03 15:38:19.000003600;office
7;-83.0;dol;miko;kabaty;ttgo1;2021-01-03 15:39:19.000003600;office
8;-86.0;dol;miko;kabaty;ttgo1;2021-01-03 15:40:19.000003600;office
9;-90.0;dol;miko;kabaty;ttgo1;2021-01-03 15:41:19.000003600;office
10;-87.0;dol;miko;kabaty;ttgo1;2021-01-03 15:42:19.000003600;office
11;-90.0;dol;miko;kabaty;ttgo1;2021-01-03 15:43:19.000003600;office
12;-85.0;dol;miko;kabaty;ttgo1;2021-01-03 15:44:20.000003600;office
13;-92.0;dol;miko;kabaty;ttgo1;2021-01-03 15:45:20.000003600;office
14;-81.0;dol;miko;kabaty;ttgo1;2021-01-03 15:46:19.000003600;office
15;-80.0;dol;miko;kabaty;ttgo1;2021-01-03 15:47:19.000003600;office
16;-86.0;dol;miko;kabaty;ttgo1;2021-01-03 15:48:20.000003600;office
17;-86.0;dol;miko;kabaty;ttgo1;2021-01-03 15:49:19.000003600;office
18;-88.0;dol;miko;kabaty;ttgo1;2021-01-03 15:50:19.000003600;office
19;-88.0;dol;miko;kabaty;ttgo1;2021-01-03 15:51:19.000003600;office
20;-86.0;dol;miko;kabaty;ttgo1;2021-01-03 15:52:20.000003600;office
21;-87.0;dol;miko;kabaty;ttgo1;2021-01-03 15:53:19.000003600;office
22;-77.0;dol;miko;kabaty;ttgo1;2021-01-03 15:54:19.000003600;office
23;-77.0;dol;miko;kabaty;ttgo1;2021-01-03 15:55:20.000003600;office
24;-80.0;dol;miko;kabaty;ttgo1;2021-01-03 15:56:20.000003600;office
25;-75.0;dol;miko;kabaty;ttgo1;2021-01-03 15:57:20.000003600;office
26;-80.0;dol;miko;kabaty;ttgo1;2021-01-03 15:58:19.000003600;office
27;-92.0;dol;miko;kabaty;ttgo1;2021-01-03 15:59:20.000003600;office
28;-85.0;dol;miko;kabaty;ttgo1;2021-01-03 16:00:20.000003600;office
